mapping,family,set_token,size,hits
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_70bc04718c,35,5
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_d11e6830a7,5,1
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_e6be6fb001,12,6
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_63106581df,6,2
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_3111a69a80,24,3
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_e186047fad,8,2
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_7ae664e506,6,2
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_82ad1a2d6c,11,4
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_2eb74fe04e,21,6
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_af64d22175,11,1
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_52b9f4d65d,8,1
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_8ee1fdd0ce,12,2
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_6007c4b59f,26,13
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_1fcf7c4997,14,5
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_ee7dc39286,17,5
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_b8dfa17746,22,7
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_4aba147af4,6,1
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_0aea477239,12,4
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_869596225e,11,3
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_1bc67aa082,9,1
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_768310548c,6,3
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_45a3270a3a,19,6
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_e27de11bfc,9,2
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_f9e5f0c541,13,4
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_4458d9419b,11,2
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_a458a02921,8,2
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_ea2d317004,8,1
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_e859da17d3,17,6
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_ee4fe13061,8,0
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_144b2a2f9c,17,2
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_e9c8593d4b,14,3
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_44a0424b47,15,2
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_4cc0961172,27,5
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_951b4cb6fa,47,23
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_86afea7d99,13,1
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_676e2b3cde,97,24
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_96ef2b3751,42,10
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_13117a3ac2,29,15
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_10090b4679,10,5
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_c258b8d176,14,1
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_ec8f2e7755,20,7
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_242e07990f,19,0
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_cf7bec92fd,26,7
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_6e3df42571,14,3
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_0ef80a3e60,6,1
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_41fbbd736d,7,1
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_ca1f99cd23,5,1
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_eadc697c9f,32,7
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_8c01cd9f53,7,3
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_3a1e9adfa7,9,3
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_9cf2b1affb,8,4
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_1b1680d957,7,3
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_f3e5323118,10,4
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_5ea8e34a72,9,1
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_70c9d52d44,5,1
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_47ec1e9833,14,2
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_b2b20bc21d,5,0
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_323f57c178,10,3
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_8782a703c2,5,0
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_9b59d46f35,6,2
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_9a677125a0,6,2
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_39673ab9a8,8,2
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_fef5b6db58,13,3
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_defccdb12c,9,0
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_4ab589207d,6,0
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_ce3e641d29,5,1
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_fa1bde903c,5,0
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_b44c30992c,5,0
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_7b08f7116a,10,0
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_0e7bc14c3b,31,5
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_d510144f8a,78,0
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_87add8c5dc,29,2
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_c9e42d4c97,57,6
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_ade02f5b1e,15,3
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_6009dcdb7e,6,0
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_51f864e8c0,14,0
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_b4b6cf7f87,37,30
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_7006b3f384,11,5
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_835931a774,5,1
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_bd1153eb26,39,11
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_623ad85c2e,14,1
B4 KEGG sweep :: detected in >=10% of studies,kegg_sweep,set_ee997594a5,8,0
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_2ebb11183e,12,7
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_db93e5d9eb,10,0
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_77d1e528cf,5,0
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_ec1be6de1b,16,2
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_8ba220eed7,5,1
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_e87cd67005,17,4
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_5aeae7a327,5,0
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_55eb67eab6,5,1
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_e1ab26f58f,7,3
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_b49dc63a5b,5,3
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_e88e2cb844,11,3
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_79085f78ba,10,4
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_2a4af7c554,5,1
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_9621b563e7,15,6
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_c1c053793d,5,4
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_6d4de6f3ca,15,7
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_403c9be3d5,11,2
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_e8aa2a646b,19,1
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_62b5b87fe9,11,5
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_724b4b7be8,6,2
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_d8b6084b60,6,2
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_0ac3e83773,8,3
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_d751b7bdb1,10,5
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_553101a642,5,0
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_e0fa59e770,10,1
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_1aad4f3cba,16,3
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_94700e869a,6,0
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_0ce77a05e9,9,1
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_abc9fb2339,16,6
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_0e11f8b2ab,6,0
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_c3d8021806,11,3
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_d9b51b3dfb,14,4
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_6dc519cff6,13,0
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_f79f8c3a5a,11,0
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_bc82882e7a,6,1
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_ec651f0509,11,2
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_53e92dfd39,11,2
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_632551c1e8,8,1
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_4f763e6136,9,2
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_fa899e35d7,7,2
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_db39372338,12,7
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_d15c41421f,5,1
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_bd261c68a0,19,6
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_48aa3cd808,8,3
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_4c5914bafc,12,3
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_0296e3477f,9,6
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_1fab907f29,12,2
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_ba4632c104,9,2
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_9cf63a38e9,8,3
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_bc65906fee,8,1
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_d11e6830a7,5,1
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_e6be6fb001,12,6
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_63106581df,6,2
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_e186047fad,8,2
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_7ae664e506,6,2
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_82ad1a2d6c,11,4
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_af64d22175,11,1
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_52b9f4d65d,8,1
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_8ee1fdd0ce,12,2
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_1fcf7c4997,14,5
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_ee7dc39286,17,5
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_4aba147af4,6,1
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_0aea477239,12,4
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_869596225e,11,3
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_1bc67aa082,9,1
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_768310548c,6,3
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_45a3270a3a,19,6
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_e27de11bfc,9,2
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_f9e5f0c541,13,4
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_4458d9419b,11,2
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_a458a02921,8,2
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_ea2d317004,8,1
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_e859da17d3,17,6
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_ee4fe13061,8,0
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_144b2a2f9c,17,2
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_e9c8593d4b,14,3
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_44a0424b47,15,2
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_86afea7d99,13,1
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_10090b4679,10,5
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_c258b8d176,14,1
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_242e07990f,19,0
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_6e3df42571,14,3
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_0ef80a3e60,6,1
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_41fbbd736d,7,1
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_ca1f99cd23,5,1
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_8c01cd9f53,7,3
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_3a1e9adfa7,9,3
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_9cf2b1affb,8,4
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_1b1680d957,7,3
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_f3e5323118,10,4
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_5ea8e34a72,9,1
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_70c9d52d44,5,1
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_47ec1e9833,14,2
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_b2b20bc21d,5,0
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_323f57c178,10,3
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_8782a703c2,5,0
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_9b59d46f35,6,2
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_9a677125a0,6,2
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_39673ab9a8,8,2
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_fef5b6db58,13,3
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_defccdb12c,9,0
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_4ab589207d,6,0
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_ce3e641d29,5,1
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_fa1bde903c,5,0
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_b44c30992c,5,0
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_7b08f7116a,10,0
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_ade02f5b1e,15,3
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_6009dcdb7e,6,0
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_51f864e8c0,14,0
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_7006b3f384,11,5
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_835931a774,5,1
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_623ad85c2e,14,1
B4 KEGG sweep :: detected in >=10% of studies :: size_lt20,kegg_sweep,set_ee997594a5,8,0
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_5acb8abe6e,31,6
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_dac7270197,20,7
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_1869174b7f,37,4
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_271ea43c69,61,2
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_344072b5f4,56,5
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_2138a1c123,46,6
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_cfbf9cc030,57,2
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_b9a825708e,58,3
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_beefda2298,40,1
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_54a7056432,50,1
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_15cd53708d,57,0
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_924bf2354d,47,2
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_2227c51bc7,74,1
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_2c10c2359c,100,0
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_2ebb11183e,12,2
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_c093da81c7,24,8
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_5267159cc4,101,10
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_7bb07bd8ff,22,1
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_d8d29165c6,66,4
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_7198d2f665,28,11
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_6b91b675ac,50,10
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_e7aeec8071,68,5
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_ae38e946d1,42,3
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_b112b5fc60,23,5
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_2bc84b9269,56,6
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_31c74b8829,71,7
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_97b9822845,49,4
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_b2ec810fd5,79,4
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_d3ba0db0a8,51,5
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_3c89f132e9,84,2
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_3e0dfa217d,35,3
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_624c481a7e,32,4
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_19ae6f060f,24,5
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_026dce58e5,57,2
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_890c7dab5c,27,1
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_4acc76344d,71,21
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_3af36c8764,38,4
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_9fac2bf904,37,2
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_db93e5d9eb,10,0
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_621efb3299,73,5
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_5f5a07f0d2,81,3
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_77d1e528cf,5,0
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_64e403403c,122,1
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_f0391c64ac,38,1
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_5ad08f10f9,50,1
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_ec1be6de1b,16,1
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_7869d1115d,56,3
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_22d14bdf46,25,0
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_2085dffe34,79,1
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_4319123b8c,29,2
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_83661c5e7c,67,0
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_f1a29f810b,36,1
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_472b0fd7fb,32,6
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_bcb42d3c63,67,11
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_1b0cac50f9,42,2
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_f78fd335ec,47,6
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_59d512d8f9,35,5
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_254f310839,26,6
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_6b53931bd8,31,3
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_ad1dcf321e,24,0
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_9f4a8a2204,29,1
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_b56fa8cbb9,55,5
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_0189ce5c26,30,5
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_0a7251c34c,29,1
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_cc871f4693,44,3
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_50428d09e6,58,0
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_95dd531730,25,0
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_3bb7f39946,148,3
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_5c4fec496c,47,1
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_76a51d8887,20,2
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_4adf8811c2,45,4
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_5c71a07112,52,19
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_13c7b97ae7,121,0
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_279c69eef9,87,0
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_7f2eeca5ac,52,0
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_7a03212d02,74,4
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_8ba220eed7,5,0
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_e87cd67005,17,2
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_8e5071eb36,138,28
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_5aeae7a327,5,0
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_55eb67eab6,5,0
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_e1ab26f58f,7,0
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_b49dc63a5b,5,0
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_e88e2cb844,11,0
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_79085f78ba,10,2
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_c2a3f5a6e6,25,4
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_2a4af7c554,5,0
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_9621b563e7,15,4
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_c1c053793d,5,3
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_9c62989783,29,0
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_6d4de6f3ca,15,2
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_403c9be3d5,11,1
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_7e5adfe9e9,53,5
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_e8aa2a646b,19,0
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_f9838e94ed,40,4
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_62b5b87fe9,11,1
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_724b4b7be8,6,0
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_d8b6084b60,6,0
B4 KEGG sweep :: detected in >=25% of studies,kegg_sweep,set_9d14d04ea2,21,5
